Artist|Spotify ID|Genres
Eddie Money|4Tw2N3wdvJPGEU7JqMxFfE|['album rock', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'pop rock', 'rock', 'soft rock', 'southern rock']
Rubicon|4k3iS4bsVsTi9dIq2ybtWK|['corrosion']
Sea Level|3VqsPf2lM6ulJ5fjCJquyP|['southern rock']
Claudja Barry|2nLByDrVFGu0xpVbHcDpzy|['deep disco', 'hi-nrg']
The Michael Zager Band|1oX1l8zC13ovzEoGm2CAsd|['disco']
Barbara Mandrell|67BqBdApdbZ0onglFqRoTg|['country', 'country gospel', 'nashville sound', 'outlaw country', 'traditional country']
Eruption|3R6f1aBWwde7ZqGv7hf4dY|['disco']
Belle Epoque|29r633A8MJhwlkoljEf1L0|['screamo punk']
Don Brown|5XnmUSByz7GDBXjtsCySls|[]
Bob Weir|6YB0tbDGk01Q0P6wcHPjpC|['blues-rock', 'folk rock', 'jam band', 'roots rock', 'southern rock']
Meat Loaf|7dnB1wSxbYa8CejeVg98hz|['album rock', 'mellow gold', 'rock', 'soft rock']
Warren Zevon|3mY9Ii0cL5SQxpOTAm8SHx|['alternative country', 'classic rock', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'piano rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'traditional folk']
Bonnie Tyler|0SD4eZCN4Kr0wQk56hCdh2|['europop', 'new wave pop', 'soft rock']
Allan Clarke|1ebOaGhMQNXxR8tlKxBeG5|[]
Santa Esmeralda|0iGmfKLgK5eSMgHp8YgLnS|['disco']
Jimmy "Bo" Horne|6jcPHv7qVfqysvBT7Jmn7K|['disco', 'post-disco']
Doucette|0BVxbl2zUDcXgYYXTTiDCv|['classic canadian rock']
Journey|0rvjqX7ttXeg3mTy8Xscbt|['album rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']
Juice Newton|4L1z1IcfK7lbqx8izGHaw5|['country dawn', 'nashville sound', 'new wave pop']
Kongas|4GkifqyhyFy4UqIclUSKCL|[]
Gerry Rafferty|7tjbDPvrdvDshcpEMXKRVb|['album rock', 'art rock', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'soft rock']
Fotomaker|3ldQTVNiLhC5mT9kf3Ac7O|['power pop']
Tuxedo Junction|16BeYyh3173qK3Mqbnpdvi|['barbershop']
Michael Johnson|2XKBOnP3qXHP2FpzKplAYh|['mellow gold', 'soft rock']
Celebration|6ITIhwzOeoG3BjX3Es1q0T|[]
Plastic Bertrand|1KeIof0zqga5ojkmOKg88P|[]
Kayak|3w34NmNWqcGYg85t7ALa2D|['dutch prog', 'neo-progressive', 'progressive rock', 'symphonic rock']
Bill LaBounty|7F81AqbZ2eUSjf9FpVptwO|['deep soft rock']
Toby Beau|37Gpwr7xXyEPC2YRDArWnu|[]
Demis Roussos|0J9mbwg4BquN4XlHzdMK3X|[]
Airwaves|4ZH8jlE5WA0NFJL5e37w3z|[]
Nick Gilder|2kzcxYyQIRbwtkwVtj48mG|['classic canadian rock']
Evelyn "Champagne" King|4JCt4xrbbBB9blkKwNlcJ7|['disco', 'funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']
The Cars|6DCIj8jNaNpBz8e5oKFPtp|['album rock', 'art rock', 'classic rock', 'dance rock', 'folk rock', 'hard rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'pop rock', 'power pop', 'rock', 'soft rock']
Spyro Gyra|1Be36RHAlqJpfUt3tsmUQD|['jazz funk', 'jazz fusion', 'smooth jazz']
A Taste Of Honey|1ii6e2pv8VIRwnTER71rMl|['disco', 'post-disco']
Village People|0dCKce6tJJdHvlWnDMwzPW|['disco']
Kevin Lamb|5gYUDgAOPYzdNOQPqVjiE2|[]
Rick James|0FrpdcVlJQqibaz5HfBUrL|['classic soul', 'disco', 'funk', 'hip hop', 'motown', 'post-disco', 'quiet storm', 'soul']
Linda Clifford|1yAHoX5jWFLYIKEwyb6ulM|['disco']
Teri DeSario|0234x9nNrcIxRQ51AFqgJx|[]
Alicia Bridges|1UY4oIFpjCKe5qIhKDcloe|['disco']
Chris Rea|5KEG7G8LDYlHgFDqZyEEs2|['art rock', 'blues-rock', 'mellow gold', 'soft rock']
Cheap Trick|1LB8qB5BPb3MHQrfkvifXU|['album rock', 'art rock', 'classic rock', 'dance rock', 'glam metal', 'glam rock', 'hard rock', 'heartland rock', 'mellow gold', 'new wave pop', 'pop rock', 'power pop', 'rock', 'soft rock', 'southern rock']
Foxy|6OWX8vOXHDmO2UxsfaJnfw|['disco', 'funk']
British Lions|79EQ2MmIK2wQakeotwFuNF|[]
Spellbound|451A5hxFYy6i25we89uN9g|['psychobilly']
Trooper|2bT4eELLlSuDTtZWV2Z3jN|['album rock', 'canadian indie', 'classic canadian rock', 'romanian rock']
Robin Gibb|4vZduJO8Uukqzx64de5JxV|['italian disco']
City Boy|08dazMCiWeKkomvpDLSetA|[]
Genya Ravan|264yYi3dCLl5QehppPVZdK|[]
The McCrarys|6LyH8I33ztRvEXtm1sZbpY|['post-disco soul']
Sylvester|5TGTpu4g8siFOIctZuQO7y|['disco', 'hi-nrg', 'post-disco']
Wendy Waldman|7AzQ1gkIemfDdV8sze29zf|[]
Rupert Holmes|0TqIPD4IS1w4e30R38B3vj|['soft rock']
The Dirt Band|0OKqlLmhbrF597AlrATD4U|[]
Clout|1Y9R6sacgLlWFGYFGK9M0P|[]
Karen Young|3vOSs0LEPDM2iCBK99VJzX|['deep disco']
Don Ray|5hoOUtUZX142EZQIn9RHOy|[]
Snail|0nnKB7Se4N6nG89j0eHWdx|[]
John Belushi|4ESKnB3MUdZktI7uDnsGnx|[]
Toto|0PFtn5NtBbbUNbU9EAmIWF|['album rock', 'mellow gold', 'rock', 'soft rock']
Switch|7a3nTkyvlgCpai9CUCftbZ|[]
Chaka Khan|6mQfAAqZGBzIfrmlZCeaYT|['disco', 'funk', 'motown', 'neo soul', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']
Judy Cheeks|0H7YdwJ8xgHzCOECgiwZau|['diva house']
Ace Frehley|62olK5zZHSgFUXGDykgBL8|['album rock', 'glam metal', 'hard rock', 'metal', 'rock', 'sleaze rock']
Dan Hartman|1HvcqyRLS9nF8hAbTWOqpr|['disco', 'post-disco']
Michael Henderson|6KzAnKswHOUCX8xiEudD7K|['classic soul', 'disco', 'funk', 'jazz funk', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']
Musique|5JO0fCMUiEJtUQjyOXyaCl|['deep disco', 'disco', 'post-disco']
Cooper Brothers|1MY1DePkzZehHSZxbcHEJN|[]
James Walsh Gypsy Band|1wVIVUOGgJpAgSdQsHmuZ7|['deep northern soul']
Paul Stanley|5W0GCoUUwU3SF6qpJanlug|['album rock', 'glam metal', 'hard rock']
Peter Tosh|0oea1hwGMfUxZbLxJc1XUN|['dub', 'reggae', 'roots reggae']
Prince|5a2EaR3hamoenG9rDuVn8j|['funk', 'motown']
Chanson|6cLO4Rp0fb3Ba0qPaGDcVe|[]
Goody Goody|6eFek3d0IKoYQvVCqpS5z3|['deep disco']
Bonnie Pointer|3ywBpweKQY8MosUnAuPAgc|['disco']
Nicolette Larson|0NCXrh1XOnHNp4mM0JUFJw|['soft rock']
Cheryl Lynn|6UfoTQXaV3DuqtDVjZIxwZ|['disco', 'funk', 'motown', 'post-disco', 'quiet storm', 'urban contemporary']
Gene Simmons|5gAbCaW9OmfIqqZGLpKb3f|['glam metal', 'hard rock']
Marshall Hain|0bUGoPJdCrDnuIQNLxsnBb|[]
Faith Band|7Fmd2bMwPvN4CmfaIXRflR|[]
The Blend|0HRks3LmIHtLGDQ0d7SbJn|[]
The Raes|28rJHBSpGcNbFegsWWSOyM|[]
Bobby Caldwell|4V4Z3qMCwYofWHtip6ePF6|[]
John Davis|6e7u1ZLjBS8Pp9CQxGA0rc|[]
Glenn Sutton|6pK855ujWB6SWhgyKoyuph|[]
Desmond Child|7KgW65389e5w4xWzaVOuCg|[]
Giorgio Moroder|6jU2Tt13MmXYk0ZBv1KmfO|['disco']
Amii Stewart|7GPNaPWw3STF8NYp39pd8G|['disco', 'hi-nrg']
Tasha Thomas|5adnn0CpGyBknDRC2vW0cx|['deep disco']
Chuck Brown|2ssIfCr0vMmCuesIw9U4eg|['go-go']
Delegation|1zKp43H1kLHOTkJAeyTIkf|['disco', 'funk', 'post-disco']
Cindy Bullens|4aZNPcxUTyaFNDelbcw4eJ|['hollywood']
Dire Straits|0WwSkZ7LtFUFjGjMZBMt6T|['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock']
Third World|6qfKnsgz1CwyqA7lTdieRJ|['dancehall', 'dub', 'lovers rock', 'reggae', 'reggae fusion', 'roots reggae']
Sarah Dash|40GzTuEPg9xjzGeXJESEMH|['deep disco']
Blondie|4tpUmLEVLCGFr93o8hFFIB|['candy pop', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'pop rock', 'power pop', 'rock']
Kate Bush|1aSxMhuvixZ8h9dK9jIDwL|['art pop', 'art rock', 'chamber pop', 'dance rock', 'folk-pop', 'lilith', 'new wave', 'new wave pop', 'permanent wave', 'piano rock', 'pop rock', 'singer-songwriter']
Voyage|6aAXBSjwLUEukyVDhOuKNO|[]
Instant Funk|2vxhgszTmEHgbNJM7Xd3aW|['disco', 'funk', 'post-disco']
Kim Carnes|5PN2aHIvLEM98XIorsPMhE|['new wave pop']
The Police|5NGO30tJxFlKixkPSgXcFE|['album rock', 'art rock', 'classic rock', 'dance rock', 'mellow gold', 'new wave', 'permanent wave', 'rock', 'soft rock']
BTO|1Rw1CokmvM1Ycet0LVUOP2|[]
T.M.G.|7JKOHQ9p0MsZCED5G8HRT6|[]
Grey|4lDBihdpMlOalxy1jkUbPl|['pop']
Bandit|3HuJUWcLjsLUDZ5f2cu3K4|[]
Arpeggio|7pBt44qzGaaDTuMAB2I3o0|[]
Tycoon|6QCX4dw3138zvY1fUOBwJ7|[]
G.Q.|18YelxQioKKPXK1PE5hh1n|['classic soul', 'disco', 'funk', 'post-disco', 'quiet storm']
Ironhorse|1tY1qrN4BoHjs6eKNsr6ja|[]
Roger Voudouris|0AfDBW6x1y3cJ7U8wSasVM|['deep soft rock']
Liner|0KiYzTu5Ag1zzsKccOgA0c|[]
Randy VanWarmer|6IRQiyNmNGjGlrmEl0iArm|['soft rock']
Narada Michael Walden|37WGztoQRbNgo55GQCw75B|['disco', 'jazz funk', 'post-disco']
Randy Brown|5ZvCdT0yXfPC2r5uIQwpHm|[]
David Naughton|6vFCfSDEGGjyLpkMa1YhBE|[]
Alton McClain|26U0ft45DgzM3A6gw5sLnA|[]
Gino Soccio|3q2AjYY7FmiMh29bKki4EE|['deep disco', 'disco', 'italian disco', 'post-disco']
Rex Smith|0UUErweJscAbuxMmVo8MON|['soft rock']
Ultimate|4ohqj0RvkvIAJbid6IX2HV|['progressive uplifting trance', 'uplifting trance']
Rockets|3iWrgTzTfB3qLRMJPSzC8t|[]
Rickie Lee Jones|0dYkMe3wK29DulSa0uR8Rq|['folk', 'lilith', 'mellow gold', 'new wave pop', 'singer-songwriter']
Witch Queen|74iLRrAnxEq3FXrYhw57vQ|[]
Liquid Gold|6Lhdde9Dp3ypYfdgbk2nRf|[]
New England|5F7iQzteoPwRVD95AK92sA|[]
Taka Boom|2W0FB05S1QFXtILtcn5bgT|[]
Carrie Lucas|6pFsfSCmKyG28Cyj5QMIFY|['post-disco']
Anita Ward|3Dd6jD1AApgtNoU6SJWR7P|['disco']
Pink Lady|4LE86GiUcfzELNnJrkmiGV|['enka', 'japanese city pop']
Joe Jackson|6KOqPxwfNAmZPkiCnDE9yT|['album rock', 'art rock', 'classic rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'power pop', 'pub rock', 'rock', 'soft rock']
Triumph|4YfnJEbTz8QLD5FusYFwV6|['album rock', 'canadian metal', 'classic canadian rock', 'classic rock', 'glam metal', 'hard rock', 'mellow gold', 'metal', 'rock', 'soft rock', 'southern rock']
Blackfoot|10rzK0sLCXsUlDhl8ed0MV|['album rock', 'blues-rock', 'classic rock', 'country rock', 'hard rock', 'native american', 'rock', 'southern rock']
The Knack|0Nn9YwJzcaeuU1jJL06e3r|['album rock', 'power pop']
The Jones Girls|7aHa6IZwZ13FoC5AXFkCSh|['classic soul', 'disco', 'funk', 'jazz funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']
Patrick Hernandez|1CcEgi464SWZsKY5579u7z|['disco', 'hi-nrg']
The Gibson Brothers|0pRXhFeDRaYQgCp0lj2X9r|['vintage french electronic']
GQ|7xXc8fpBMmNR82yx62IDiq|[]
Philly Cream|4PcBO8RTEZD9qT3go1hUG1|[]
Bram Tchaikovsky|0typb8qieEFeIgmQ4K03qZ|['power pop', 'pub rock']
Frannie Golde|4s1v0vVPSUCpqCa5JECA6p|[]
Lazy Racer|7iSzRbQaMgaymLexwzWOVX|[]
Herman Brood|2wFgBXIgWwnxTU1UsgtGSq|['dutch rock']
Blackjack|4Hob66iRFDEMlFDBwEZaBr|['dansband']
Stephanie Mills|0PcIlEZa7rreM7729ot05g|['classic soul', 'disco', 'funk', 'motown', 'neo soul', 'new jack swing', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']
Nick Lowe|3BqaUtuQmqIHg7B5Bc7fP7|['alternative country', 'art rock', 'country rock', 'folk', 'folk rock', 'jangle pop', 'power pop', 'pub rock', 'roots rock', 'singer-songwriter']
Five Special|7onUSIg238obN7lDtmB1wT|['post-disco']
Billy Thorpe|3XGBZeimYdPt1rLdy0JqrQ|['australian rock']
Ian Hunter|1Ov9t7KbQF0oz9B4JsMfV2|['glam rock', 'power pop', 'pub rock', 'roots rock']
Moon Martin|6FdBHq8it0smMGkitcgP3e|['power pop', 'pub rock']
Louise Goffin|03sAQYI6xlXSc3bsFU9RCC|[]
Fern Kinney|7tqYLHfwfsXiXdFtMIds2K|['deep disco']
Brenda Russell|2O8VlquQPITO4tT3SWs95W|['quiet storm', 'smooth jazz']
The Barron Knights|5971B5frCeQXuIgCvPy1Gb|['british invasion', 'comic']
Buckeye|0FY6bEUdu9VGQXiMFgo8ba|[]
Chris Thompson|1NMrkFHZakHLMMD30DCmb3|['alternative roots rock']
Ian Gomm|7fmugt9MKV9lcPgBjEzVdm|['power pop', 'pub rock']
Pat Travers|0YEyuuhfdNXnTJh1uFhl3p|['album rock', 'blues-rock', 'classic rock', 'electric blues', 'hard rock', 'rock', 'southern rock']
France Joli|10yNnmMFF3U0MW7oeG3bFr|['disco', 'hi-nrg', 'post-disco']
Carolyne Mas|1VMu2uaJXKmWj4LFZoe5QP|[]
Pousette-Dart Band|2TgCuySivyw4HqOmYTGP8Q|[]
Dan Peek|6HoR4Xa6nrt2e273b2fl5M|['deep soft rock']
Niteflyte|4E6R7RltBr4S0RwCulB0T5|['deep soft rock']
Lauren Wood|67K9nZU3LXIwrDjxVOO9IG|[]
Southside Johnny|68muMX7iv1QfIE8etv45gz|[]
Steve Dahl|5IBenYsRyWSCkViFn77KiQ|[]
The Records|3oFRpiLvaflFOVNxvsLrze|['jangle pop', 'power pop', 'pub rock', 'underground power pop']
Bama|0lRcb6CtPEAZQjkqg9ulfL|[]
Wilson Bros.|5vYvbDrZ1ELogjQSTfqnUS|[]
AC/DC|711MCceyCBcFnzjGY4Q7Un|['album rock', 'australian rock', 'hard rock', 'rock']
Keith Herman|1QYhBqKXcdRaOJMefFZYfm|[]
Cherie|7Cnz0jA7Cwlj34nLkiWsRg|['candy pop']
Cory Daye|1UD36U5AhG4zTl7ZJQvHUZ|['deep disco']
Richie Furay|2KpCZazKx8c2qBDtNXvmvf|[]
Shoes|1SyCQtKtDtMfJBBKGm0A8B|['jangle pop', 'power pop', 'pub rock', 'underground power pop']
Tim Curry|5upLeyz8OjRZcbFuXOF59B|['hollywood', 'show tunes']
The Buggles|057gc1fxmJ2vkctjQJ7Tal|['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop', 'zolo']
Mistress|0yKrOHrqRHkD6AtiN6CDMS|[]
The Headboys|6nWqtFnTOCnqvONmyQIopB|['scottish new wave']
Tom Johnston|77vFMS6JGC1VvpBh60OCRr|['hollywood']
Rainbow|6SLAMfhOi7UJI0fMztaK0m|['album rock', 'blues-rock', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']
Ellen Foley|0puypnsWTRY3cwySIyMjhe|[]
Joyce Cobb|3cG0EWvyO2JGkNLL0ecizy|['soul blues', 'southern soul']
Steve Forbert|3oAbjWINfcTSAuVUlXXMty|['alternative country', 'country rock', 'folk', 'heartland rock', 'lilith', 'pub rock', 'roots rock', 'singer-songwriter', 'traditional folk']
Pages|4xoTZnaFX7xWz76sVSgg7u|['deep soft rock']
The Flying Lizards|2L9iHIK8h5HvZe6VXb0aOI|['dance rock', 'no wave', 'post-punk', 'uk post-punk', 'zolo']
Pleasure|4XeVhjTp485r7duDSL3PmU|['funk', 'go-go', 'jazz funk', 'post-disco']
The Inmates|5WwKEo5A3gZBAvo7pqlqpa|['power pop', 'pub rock']
Dann Rogers|7mSn8ETC9S2tRKkv1l4wo8|[]
Pat Benatar|43mhFhQ4JAknA7Ik1bOZuV|['album rock', 'classic rock', 'dance rock', 'heartland rock', 'mellow gold', 'new wave pop', 'rock', 'soft rock']
Dollar|30mzX0biVjYpAPdmUZ6uFy|['trap espanol']
Gamma|2nxLkUvHbz2O3U6prNIfm6|[]
Molly Hatchet|4ZqBwBVB3dsYWL3d5Spi10|['album rock', 'blues-rock', 'classic rock', 'country rock', 'hard rock', 'heartland rock', 'rock', 'soft rock', 'southern rock']
Mike Pinera|7o55DoHoctCuBWn1iKvB08|[]
Breathless|3CoEZmWYEVlOdMH5SM6cYG|[]
George Burns|1YpkpllQrpNvPoQDtN9jLc|[]
Patrice Rushen|1mNnxxnPfHQDOkFjnZmdkc|['disco', 'funk', 'jazz funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']
38 Special|3zXw2Eh96iTT51pytzHdZi|['album rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'rock', 'soft rock', 'southern rock']
Twennynine|4lrBQQ6NR1pj1nSzsPs7sI|[]
The Boomtown Rats|40oYPr305MsT2lsiXr9fX9|['dance rock', 'new romantic', 'new wave', 'new wave pop', 'pub rock', 'punk', 'ska']
Air Supply|4xXCRXOfQKQ2gjWxNhNzYW|['adult standards', 'mellow gold', 'soft rock']
Christopher Cross|695W5F2Ih8dYahLdjVOIoH|['adult standards', 'album rock', 'disco', 'folk rock', 'mellow gold', 'new wave pop', 'quiet storm', 'soft rock']
Gary Numan|5KQMtyPE8DCQNUzoNqlEsE|['art rock', 'dance rock', 'industrial', 'industrial rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'post-punk', 'synthpop', 'uk post-punk']
The Romantics|3daM7asS0gCFvyLemNx2EE|['album rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'power pop', 'rock', 'soft rock']
Pretenders|0GByy3DcfbQwDvXGCWmzv9|['album rock', 'art rock', 'classic rock', 'dance rock', 'folk', 'folk rock', 'folk-pop', 'heartland rock', 'lilith', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'pop rock', 'rock', 'roots rock', 'soft rock']
Charlie Dore|5rWIUjXLlUngm23tFkNs7Z|[]
Utopia|2AVt92RJvypZ6WIvhNyTej|['art rock', 'progressive rock', 'symphonic rock']
Survivor|26bcq2nyj5GB7uRr558iQg|['album rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']
Felix Cavaliere|74wxdlP4utkNZrtAL0mKrQ|['deep soft rock']
Debbie Jacobs|3CR8jIKs7xwpWHZ1s8CgBL|['deep disco']
Korona|7iF0fSBkuxoC9WHsUXKYFA|[]
The Clash|3RGLhK1IP9jnYFH4BRFJBS|['alternative rock', 'classic rock', 'dance rock', 'new wave', 'permanent wave', 'punk', 'rock']
Bruce Cockburn|4sh4MHP7lhrSUakxwZzwqz|['canadian folk', 'classic canadian rock', 'folk', 'folk rock', 'mellow gold', 'roots rock', 'singer-songwriter', 'traditional folk']
Vaughan Mason|2JacW7yUi5l2oVfx275Bzw|[]
Bernadette Peters|1lIG8lqWxus7LqThGUXMa1|['broadway', 'cabaret', 'hollywood', 'show tunes']
Red Rider|4EGlaDAVZTNNknDdKHrHRp|['album rock', 'classic canadian rock']
RCR|43CeBcsiVJzDD4D7aQDBgq|[]
Robbie Dupree|3jrgftS3TYbNxcPt5itKhz|['soft rock']
Shooting Star|7xO0qIeS2GUpnI6nFz041C|['album rock']
The Fools|3qqVreyB3ClW1psryS7UhH|[]
Spider|0ywr1ZAKRKCjUutji6e4P8|['malaysian indie', 'malaysian pop', 'rock kapak']
Grace Slick|3wNX7r7t4Vaahrx9XzyYIY|['psychedelic rock']
Ray Kennedy|6CPNVbAOtmZGh4N2PHZRQe|[]
Rocky Burnette|6JGUkLiRAWMNYaHdUCIUvC|[]
Rodney Crowell|4QIJ2i8I6urte2scKgkVoY|['alternative country', 'country rock', 'folk', 'heartland rock', 'new americana', 'outlaw country', 'pub rock', 'roots rock', 'singer-songwriter', 'southern rock', 'texas country', 'traditional country', 'traditional folk']
Pat Travers Band|4ZjFFy2brYzBcYNAPwhW6W|[]
The Tourists|1zaKCjdhi4QuN3kcQ809Ew|[]
The Motors|4NsDGsuSfCM30e1JSMGeAn|['pub rock']
Change|2fJ2vi4PUSxyvYaeq0FTbE|['disco', 'funk', 'jazz funk', 'post-disco', 'quiet storm']
Tommy Tutone|1n2LWYgwtGp7EzDapUoniE|['album rock']
Joe Sun|69yy2nd13aeAbJuRYknm94|[]
The Jags|5GSsDclzNxrD7MVxKQjrRT|[]
Pete Townshend|24Wa5wIZIo1sPkzVGP0B5p|['album rock', 'art rock', 'classic rock', 'folk rock', 'mellow gold', 'power pop', 'protopunk', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'symphonic rock']
Benny Mardones|6ZalUpnU8HaHSjROM92Txw|['soft rock']
Irene Cara|3oZa8Xs6IjlIUGLAhVyK4G|['disco', 'europop', 'new wave pop', 'soft rock']
Russ Ballard|1TOvAjOdz0YBx2wVRlBvFA|[]
Ali Thomson|57BUG40Gg14VfiPiK9KedB|[]
La Flavour|3kYXNIiBmhF0vLU54SBO55|[]
Gary Burbank|4IFEYPuTAlJbCWh9hRYo7w|[]
Larry Graham|6lUcc15t11bnaPr2qOuFs2|['classic soul', 'funk', 'post-disco', 'quiet storm']
The Kingbees|4cu77OuihTaUDYozqa2u9G|[]
David Hudson|2lbne5otCm4hGwN0OmlfCp|['didgeridoo']
Johnny Lee|45rAZqRt5nUUMatQzk8qJu|['country', 'country gospel', 'country rock', 'cowboy western', 'nashville sound', 'outlaw country', 'traditional country']
Rockie Robbins|2FHuzNTPcnTjS3HAieBHSZ|[]
Rossington Collins Band|22vadBKWnw6sLJPML2MdKi|['southern rock']
Eric Troyer|55HuTkIKTx8AXuxIYcgY4U|[]
The Silencers|1RD6l0Su0sCzSHZGxPeU3d|['celtic rock']
Whitesnake|3UbyYnvNIT5DFXU4WgiGpP|['album rock', 'british blues', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']
Amy Holland|14cTO4S2dPhz4XuVEMMX3v|[]
Stacy Lattisaw|0rKnxuiIepvjtMmrYYV2VA|['disco', 'post-disco', 'quiet storm', 'urban contemporary']
Split Enz|0Upmz8QvuLAkKAfRlJYWTL|['australian alternative rock', 'dance rock', 'kiwi rock', 'zolo']
The Kings|6555ocN2C4hPD1wntJtEZK|['classic canadian rock']
Deliverance|0AA0qugrTsIv7JFMEnhaqu|['christian hardcore', 'christian metal', 'christian punk', 'unblack metal']
Devo|78x1VO6Yy6dFBoaXZ53Rtg|[]
Kurtis Blow|25TKXk9zo9yk0HMJQ3TuE9|['east coast hip hop', 'electro', 'hip hop', 'hip house', 'old school hip hop', 'rap']
Dynasty|3S2xC9uaQjpfuXxp7SyKzD|[]
Jay Black|3pQdrvIRgtaE20o00U6WlG|[]
The Vapors|4K3NWDwBIxgktui14SccR2|['dance rock', 'mod revival', 'new wave pop']
Jimmy Hall|2LorJQEiLTxNDsJ3jVrQNi|[]
Frank Stallone|3BucZwouCkpiGi2UxqfWn9|[]
Don Williams|4Ti0EKl2PVEms2NRMVGqNe|['country', 'country gospel', 'country rock', 'cowboy western', 'nashville sound', 'outlaw country', 'traditional country']
Zapp|396Kh0m4wGUvcMUULw71yi|['funk', 'gangster rap', 'hip hop', 'motown', 'new jack swing', 'p funk', 'post-disco', 'quiet storm', 'soul']
The Korgis|69zRcOlNdSZ17VfIZe4VU3|[]
707|2oDWs343Hb9IVQ2wlG614V|['melodic hard rock']
Wayne Massey|6eDyFXIPWHYjdwu28scwYt|[]
Randy Meisner|00f43SIUld0KU349dnwsmC|['soft rock']
Burt Reynolds|2D5bxrK8NJKmSymP9jfXx8|[]
Billy Burnette|596pF0tYoKyJCgI4WLTLs4|[]
Marcy Levy|28uTcXwlZmoa0wOdhqZacA|[]
The Reddings|25J2zw5Yzn51UowSvGjUyJ|['funk', 'post-disco']
Rockpile|4eBRIkqBA2GyYKzLvXD9a4|['jangle pop', 'power pop', 'pub rock', 'rockabilly']
Michael Stanley Band|68tUWDLwgRP7Ch2Gj8vQ1k|['album rock', 'heartland rock', 'soft rock']
Teena Marie|61UT1Zj9dFgPAjZfwnsqsb|['classic soul', 'disco', 'funk', 'motown', 'neo soul', 'new jack swing', 'post-disco', 'quiet storm', 'r&b', 'soul', 'urban contemporary']
Pendulum|7MqnCTCAX6SsIYYdJCQj9B|['australian dance', 'drum and bass', 'edm', 'electronic']
Delbert McClinton|3Ri72CuuQSCLLkDRJgniFU|['blues', 'blues-rock', 'electric blues', 'harmonica blues', 'modern blues', 'roots rock', 'southern rock']
Donnie Iris|4kveDT8ylFciq1mdeYcIvw|['album rock']
Peter Allen|6748v9yNrbb4PPJuvfoMRa|['australian pop', 'australian rock']
Terri Gibbs|53I5L1MaOYGfbRM1uZ80xg|[]
McGuffey Lane|7bIAlWmWIBUUijORNiZzmr|[]
Phil Seymour|2ut1VNKTLERpjYf2uljNWn|['jangle pop', 'power pop', 'pub rock', 'underground power pop']
Charles Fox|3XA4LLL4CW8h4VWRY1EVbB|[]
Lakeside|74lTWE4DqbFU3Vn8z4uH72|['classic soul', 'disco', 'electro', 'funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']
Loverboy|2CLVPk9FcywjClBcTvWPkT|['album rock', 'classic canadian rock', 'classic rock', 'dance rock', 'glam metal', 'hard rock', 'heartland rock', 'mellow gold', 'new wave pop', 'rock', 'soft rock']
Steve Winwood|5gxynDEKwNDgxGJmJjZyte|['album rock', 'art rock', 'classic rock', 'dance rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'pop rock', 'rock', 'soft rock', 'symphonic rock']
Yarbrough|12wL5OKR0T2cjctYISjNZT|[]
Sheena Easton|5dcOK4stT4JDkP6Dqhbz5s|['adult standards', 'disco', 'mellow gold', 'new romantic', 'new wave pop', 'soft rock']
Champaign|2gF5ozMajrL8gjPlA4Ej5x|[]
The Rovers|00yLR2qSEWmjuMGpcgZs2r|[]
Joel Diamond|3l994DG3WHfCv5AmYnSdkp|[]
The Johnny Average Band|4H3sMihUfodRdJecXAub76|[]
T.S. Monk|3dNwAPe7GZxgNZjNhMyx5f|['post-disco']
The Gap Band|4TwHRCIu3Xg9fjS3l7owkp|['classic soul', 'disco', 'funk', 'motown', 'new jack swing', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']
Franke|3U9Pl72sSQzE3LCpIBiUlh|[]
