Artist|Spotify ID|Genres
Dave Edmunds|65Gh3BfK84aTIugiRCgLBA|['blues-rock', 'british blues', 'power pop', 'pub rock', 'rock-and-roll', 'rockabilly', 'roots rock']
Wadsworth Mansion|7Ms7NbAd3ltqXbU11HiRMH|['bubblegum pop']
The Osmonds|5fU6lODhpw3GEGGJuaDprR|['bubblegum pop']
The Buoys|0EpHh7UzaxKzcYps38j92E|[]
Bloodrock|522yoVmanZmrgK5qy3GyRK|['psychedelic blues-rock']
John Rowles|40f70JVK5anPhD3fGoXkra|[]
McGuinness Flint|5RYGq9WQK5OZZtOWFsz46y|[]
Emitt Rhodes|1yap1SgRPMxgyfrrDlQ95y|['jangle pop', 'power pop']
The Allman Brothers Band|4wQ3PyMz3WwJGI5uEqHUVR|['album rock', 'blues-rock', 'classic rock', 'electric blues', 'folk rock', 'hard rock', 'jam band', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'southern rock']
The Stylistics|2O0Hw1WSMbskB5tD9aWah3|['adult standards', 'classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul']
The Bells|66akX7UszLtTZqTTdcFvBL|['classic canadian rock']
Joey Scarbury|5V9pNqcN25JXuH88g7lq2o|['soft rock']
Sammi Smith|5kZDCAD5zLelf8NYHoRSHS|['country gospel', 'cowboy western', 'nashville sound', 'outlaw country', 'traditional country']
The Mob|4tgozUQesjxYtNkmFTsW4u|['anarcho-punk', 'crust punk']
The Fuzz|052NpRSiz4SQTsFnvwMP6t|['classic soul']
Francis Lai|0Lf3tvw0Rzwr38KDrShstn|['classic soundtrack', 'easy listening', 'french soundtrack', 'lounge', 'vintage french electronic']
C.C.S.|4Oty2fHJ2Rxddh9trZEOJh|[]
Dusk|4iN6X4Gx2BHD9s6Q6Gg8Nn|['funeral doom']
Livingston Taylor|2dMPVdTlcLlRcWtsrEXwAO|[]
Ballin' Jack|2sN3D6YgOGmLCgBHG9PfBa|[]
Alice Cooper|3EhbVgyfGd7HkpsagwL9GS|['album rock', 'classic rock', 'comic', 'glam metal', 'glam rock', 'hard rock', 'metal', 'protopunk', 'rock']
Helen Reddy|0Sq7oGrYEe0BDmb13wgjOO|['adult standards', 'brill building pop', 'bubblegum pop', 'folk', 'folk rock', 'mellow gold', 'soft rock']
Paul McCartney|4STHEaNw4mPZ2tzheohgXB|['album rock', 'art rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock']
Matthews' Southern Comfort|7aLNBjOlzOCyuFmytbbeYM|[]
The Mixtures|3uPSzsWGSzQZfihkPkAvfN|[]
Daddy Dewdrop|5rFi4jPBgt63Z1JXcLE9QX|[]
Salvage|09LRXJUBptjLqeJAMRdlIh|[]
Odds|1MVQ4bbrG5VdRyozjajZQp|['canadian indie', 'canadian rock']
The Osmond Brothers|4ztq5SZ3bNT7r93lgqdR4z|[]
Paul Humphrey|2h2FqvvwcvOp54SHprpSPO|[]
Mike Reilly|34RPqERfY18zAvfKpt42At|[]
Richie Havens|4Qk0lWGeXydDvfrDufDQ9p|['folk', 'folk rock', 'traditional folk']
The Kimberlys|1AlPE0RUo0BXJmIgIXoBla|[]
Kiki Dee|4vjGlQWexbru6aOUCLTVir|[]
Seatrain|4LPvNsd8x4vqhqvy67OQCe|[]
Lobo|1sldhz8tzC100cRAdfnMht|['adult standards', 'brill building pop', 'bubblegum pop', 'christmas', 'folk', 'folk rock', 'mellow gold', 'soft rock']
Margie Joseph|5pq13QK3UcktjZaDw6dJEc|['classic soul', 'southern soul']
The Poppy Family|0XawOhZ28ajmIWwPpRJuDA|['bubblegum pop', 'classic canadian rock']
Lally Stott|4LbL8OrJmggBw3Z3LYbXFg|["traditional rock 'n roll"]
John Denver|7EK1bQADBoqbYXnT4Cqv9w|['folk', 'folk rock', 'mellow gold', 'soft rock']
Boz Scaggs|46njgd2Rq9tZc4ZjeQMgbh|['adult standards', 'album rock', 'art rock', 'classic rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'southern rock']
Carly Simon|4FtSnMlCVxCswABUmdhwpm|['adult standards', 'folk', 'folk rock', 'lilith', 'mellow gold', 'singer-songwriter', 'soft rock']
Susan Raye|09efpf4ONuA3Ezctd8lXza|[]
C Company|59M3XHjUBB8xmYzJvVKEAt|[]
Yvonne Elliman|2d6JU9LvNhZR7AAtu4x2rS|['disco']
Joy Of Cooking|76sETeecYEhjZp9iPi7F0h|[]
Cissy Houston|4QYDxx5VDqINxMtUapyF9q|[]
Red Eye|4yu1crXDHBTb27yiM5otx5|[]
Hog Heaven|0ephiBtFO3DgtYnv1y0gW9|[]
David Crosby|59zdhVoWxSoHMc74n098Re|['country rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'roots rock', 'singer-songwriter', 'soft rock', 'traditional folk']
Ronnie Spector|3ur7kjN4pd94zjUxrFSMDj|['brill building pop']
T. Rex|3dBVyJ7JuOMt4GE9607Qin|['album rock', 'art rock', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'hard rock', 'protopunk', 'psychedelic rock', 'rock']
The Beginning Of The End|5dS6VBacLLPyLDAfK3B0OR|[]
Mary Travers|6SAXDxx8QdYRBMSpm25nRT|['traditional folk']
Stoney|7ypfpS7Dc0hoAGKXqKMVRq|[]
The James Gang|11qDTHBMB8TnD8p3kheNsM|[]
Eddie Kendricks|2Uuon75BhnuuxdKLYn4wHn|['classic soul', 'disco', 'funk', 'jazz funk', 'motown', 'post-disco', 'quiet storm', 'soul']
Jean Knight|2Tk0pWxTuQgnE5nsUexrLr|['classic soul', 'motown', 'soul', 'southern soul']
Five Man Electrical Band|1GjVNyMzPjdBuip6Xanllu|['classic canadian rock']
Olivia Newton-John|4BoRxUdrcgbbq1rxJvvhg9|['adult standards', 'australian dance', 'bubblegum pop', 'disco', 'hollywood', 'mellow gold', 'new wave pop', 'soft rock']
Cochise|46HzS7yz0c9udVwtbHk1sx|[]
Graham Nash|2E6Roj0oQnJIm2BeXwDica|['classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'roots rock', 'singer-songwriter', 'soft rock', 'traditional folk']
Mandrill|6RWnslEkqboHbDg0OUabe5|['classic soul', 'deep funk', 'funk', 'jazz funk', 'latin afrobeat', 'soul', 'soul jazz']
Dave|6Ip8FS7vWT1uKkJSweANQK|['grime', 'uk hip hop']
The Ebonys|5lIu3yk3Vz3a2dVSoBHJDt|['classic soul']
Roberta Flack|0W498bDDNlJIrYMKXdpLHA|['adult standards', 'christmas', 'classic soul', 'disco', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul', 'vocal jazz']
Davy Jones|2qldOJLMxdqLONj9Ds99DI|['bubblegum pop']
Waldo De Los Rios|3AcHOdPbYRhrsVIJqHf2YQ|[]
The Undisputed Truth|2tkwWmcZOQPNbbIdknfBsw|['classic soul', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']
The Dramatics|2W8UTum7bU7ue6m0r14H97|['classic soul', 'disco', 'funk', 'jazz funk', 'memphis soul', 'motown', 'quiet storm', 'soul', 'southern soul', 'urban contemporary']
The Nite-Liters|0pNQAy0WBOswRdQ46zluZj|['deep funk']
Chuck Mangione|2MMaIlHd8UvDW0mVRAncD6|['jazz trumpet', 'smooth jazz']
Tom Clay|07PipPbqSffwUKRCQ5AcC6|['deep motown']
John Kongos|15KbeP35gI9t2vgYzwsTjj|[]
Audience|3Zdr2HpUrWzxK6KAD8r4mw|[]
Bill Withers|1ThoqLcyIYvZn7iWbj8fsj|['classic soul', 'funk', 'motown', 'quiet storm', 'soul']
The Glass Bottle|0DS9Sq0o5z2T4l1h7MUoKd|[]
Rod Stewart|2y8Jo9CKhJvtfeKOsYzRdT|['adult standards', 'mellow gold', 'rock', 'soft rock']
Paul Stookey|0TegmrICBnQ2YXCWd8K405|[]
The Electric Express|6oOhe2d34O9hYBhjBImxbR|[]
The Dillards|3WAkTbMThUvVRq5keECFtS|['banjo', 'bluegrass', 'old-time', 'progressive bluegrass']
Lee Michaels|6f07NU6NNMLQYXIABUv7z3|['southern rock']
War|3ICyfoySNDZqtBVmaBT84I|['classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul']
Donny Osmond|5ZEAzHE2TzAwUcOj6jMIgf|['bubblegum pop', 'movie tunes']
Sha Na Na|2SmjZ060s1uBMud6afmImP|['hollywood']
Stampeders|39uv7qSNwIoaAtWNioWnxp|['bubblegum pop', 'classic canadian rock']
Jethro Tull|6w6z8m4WXX7Tub4Rb6Lu7R|['album rock', 'art rock', 'blues-rock', 'classic rock', 'folk rock', 'hard rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']
Kris Kristofferson|0vYQRW5LIDeYQOccTviQNX|['country rock', 'cowboy western', 'folk', 'folk rock', 'nashville sound', 'outlaw country', 'roots rock', 'singer-songwriter', 'texas country', 'traditional country', 'traditional folk']
Freddie Hart|2cyENLzpUJ2GfZJwmWxlI4|['nashville sound']
John Baldry|23a7RRnIpe5rS97rEU0MzC|[]
Tom T. Hall|1SvG3y1gYAFOsv9785Xu9T|['country', 'country gospel', 'country rock', 'cowboy western', 'nashville sound', 'outlaw country', 'traditional country', 'western swing']
Denise LaSalle|0GVO1kqJHVxOarPgex9K15|['classic soul', 'soul', 'soul blues', 'southern soul', 'southern soul blues']
The Persuaders|6PhJqhvF42CZ42NUmxIKLB|['classic soul', 'southern soul']
Heaven Bound|3o220Eqz5B17s1pDYegyJR|[]
Lighthouse|2DVh4uQED1GHWuBAvj98Br|['classic canadian rock']
The Newcomers|2wjWgyrpWbWmd077lMg04d|['memphis soul', 'southern soul']
Fanny|1Pag7p4HbSdZIDzgNLsk39|[]
Coven|110d1WcKPKJ8IXgOAFAAbx|[]
Humble Pie|2CxLP749mup3ncPrXgCnvU|['album rock', 'art rock', 'blues-rock', 'british blues', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'hard rock', 'psychedelic rock', 'rock', 'roots rock', 'southern rock', 'symphonic rock']
Yes|7AC976RDJzL2asmZuz7qil|['album rock', 'art rock', 'classic rock', 'hard rock', 'jazz fusion', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']
Freddie North|67ZoIyKhetbA0x8LHzUXuE|['deep southern soul', 'southern soul']
Layng Martine|6ahqEOjfLOmUx0g5oQY2M1|[]
The New Birth|34Bm9d5DAJjSnaI02BCjdA|['classic soul', 'disco', 'funk', 'jazz funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'southern soul', 'urban contemporary']
Les Crane|0nH8Oa5lL0hHMKQpOqujVq|[]
Don Nix|4NPzR70jYNxmCapRCwwBkr|['memphis soul']
Peter Nero|4LRsjW7ygBG4oiTRn08gEx|['christmas', 'easy listening', 'lounge']
Dennis Coffey|57GVLfjMebK2uiZn3wHUN8|[]
Michael Jackson|3fMbdgg4jU18AjLCKBhRSm|['pop']
Mickey Newbury|5x5aoKBB8MuJRoV7fjTFAx|['folk', 'outlaw country', 'traditional folk']
David Cassidy|0isDnZYMWbwDz7hzw0XRjt|['bubblegum pop']
Bullet|7498Mt6aJmY3IbT1VQtCMO|[]
Jonathan Edwards|7gyVuJLsatWofXCAw1SGxM|['folk', 'folk rock', 'mellow gold', 'soft rock']
Sweathog|3YWSmoTEG3HokPwvvXMeRh|[]
Bob Seger|485uL27bPomh29R4JmQehQ|['album rock', 'classic rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'southern rock']
Don McLean|1gRNBaI4yn6wCCTvRhGWh8|['adult standards', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'traditional folk']
Grateful Dead|4TMHGUX5WI7OOm53PqSDAT|['album rock', 'classic rock', 'folk rock', 'jam band', 'psychedelic rock', 'rock', 'roots rock', 'southern rock']
Buffy Sainte-Marie|5exO2eW84QucBhrRhcK76x|['american folk revival', 'canadian indigenous', 'folk', 'native american', 'traditional folk']
The J. Geils Band|69Mj3u4FTUrpyeGNSIaU6F|['album rock', 'blues-rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'power pop', 'rock', 'roots rock', 'soft rock', 'southern rock']
Johnny Paycheck|0DchahWJGQqrqr8PMM5zQD|['country', 'country gospel', 'country rock', 'cowboy western', 'nashville sound', 'outlaw country', 'traditional country', 'western swing']
Beverly Bremers|3vEVgsh6o19GprjHAZMgFo|[]
Edgar Winter's White Trash|4uOdVRRuTWjJVkcN0LXxwL|['blues-rock', 'southern rock']
Ohio Players|6m30rs1IQqnWqV5nKMpU7U|['classic soul', 'deep funk', 'disco', 'funk', 'jazz funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'southern soul']
Faces|3v4feUQnU3VEUqFrjmtekL|['album rock', 'art rock', 'blues-rock', 'british blues', 'classic rock', 'country rock', 'folk rock', 'glam rock', 'hard rock', 'mellow gold', 'power pop', 'protopunk', 'psychedelic rock', 'pub rock', 'rock', 'roots rock', 'soft rock', 'southern rock']
Climax|1OzPxKCB5R3MLxvkdGN03X|[]
Apollo|6DuMOGPBqZFTTM1MawW6Lw|[]
The Chakachas|0dEvx7Y18jVslvbP4IksQl|[]
James Last|5UyJW2eCOuXtyYftgbMxZG|['adult standards', 'ballroom', 'christmas', 'easy listening', 'lounge']
Frank Mills|1rlNSO7W5SWGspO6fgrHPS|[]
J.J. Cale|06nsZ3qSOYZ2hPVIMcr1IN|['blues', 'blues-rock', 'classic rock', 'folk rock', 'mellow gold', 'modern blues', 'rock', 'roots rock']
Michel Legrand|1EtE0iSY6iFlN9L9c53ETy|['chanson', 'classic soundtrack', 'french jazz', 'french soundtrack']
Goose Creek Symphony|70jJ6lRcZAXn0cnfR3GLpL|[]
Chilliwack|3TkWygOTDBZXAdFDh9HOkG|['album rock', 'canadian indie', 'classic canadian rock']
Paul Simon|2CvCyf1gEVhI0mX6aFXmVI|['folk', 'folk rock', 'folk-pop', 'mellow gold', 'permanent wave', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']
Grin|2zsUy4JbxEb4oNdBfrfB3V|[]
Lunar Funk|19fdAY46dGJL0XLvT4Mtuf|[]
Potliquor|2bSmt7jo7BDkpbViWkaiv1|[]
America|35U9lQaRWSQISxQAB94Meo|['adult standards', 'album rock', 'art rock', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'soft rock']
The Fantastics|2ibVIK8sCQcnuplE2eDxRg|[]
Mark-Almond|2maMYZSaIPKyRRq5nXuXCN|[]
Paul Williams|3f626JSVauIhTQgatsFcs4|[]
Ian Matthews|30yVqa41V5oNH00p6CBWB9|[]
Gallery|3dplAkEBq2ujPOBDQFpvEp|['bubblegum pop']
Manfred Mann's Earth Band|2utNxkLhreF1oIfO8kQT3q|['album rock', 'art rock', 'british blues', 'classic rock', 'hard rock', 'progressive rock', 'symphonic rock']
Malo|2vmTJisPQCD5ThbxbFehAB|['classic soul', 'latin rock']
Giorgio|05Z7GfuFqvt0wi0DZlr9pL|[]
Mike Kennedy|01iYBKv5iL5N32iTdRiNOI|[]
Wings|3sFhA6G1N0gG1pszb6kk1m|['album rock', 'art rock', 'bubblegum pop', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']
Chicory|2O3NOgU3tJ52GCghJsfxJw|[]
Harry Chapin|42q4Ivs7tAiCZ5C7eG5q4c|['folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'traditional folk']
Jackson Browne|5lkiCO9UQ8B23dZ1o0UV4m|['album rock', 'art rock', 'classic rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'piano rock', 'pop rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'southern rock']
Jo Jo Gunne|180M0URr7cSwB94IZToyLH|['blues-rock', 'southern rock']
April Wine|1JHzh1ETQTMoFb2CgncnTL|['album rock', 'canadian indie', 'classic canadian rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'soft rock', 'southern rock']
Commander Cody|6MM9O5yu0cn6yqvJTaUptm|['western swing']
Millie Jackson|27XI002zivG9xuzrZ9dIb1|['classic soul', 'disco', 'motown', 'quiet storm', 'soul', 'soul blues', 'southern soul']
Love Unlimited|2M4KXzgedR4EKG4qgTeDKa|['classic soul', 'disco']
Buckwheat|4oHAw4Gqzhvd648Ac59O1N|[]
Dr. Hook|2Mhi3jfuRSdbVZPdjqsnnN|['album rock', 'bubblegum pop', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'soft rock']
Todd Rundgren|0Lpr5wXzWLtDWm1SjNbpPb|['album rock', 'art rock', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'power pop', 'psychedelic rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'symphonic rock', 'zolo']
Jim Capaldi|1XIbUq7y7kiMUhmp5dywGx|['british blues']
Peter Yarrow|5NXaUj5eqN5RP6zPUIk926|[]
Dr. John|320TrJub4arztwXRm7kqVO|['blues', 'blues-rock', 'classic rock', 'classic soul', 'deep funk', 'electric blues', 'folk rock', 'funk', 'jazz blues', 'louisiana blues', 'modern blues', 'new orleans blues', 'piano blues', 'psychedelic rock', 'roots rock', 'soul', 'traditional blues']
Kenny Loggins|3Y3xIwWyq5wnNHPp5gPjOW|['album rock', 'mellow gold', 'new wave pop', 'rock', 'soft rock']
Jerry Garcia|3QDaXfnxfQqqJQK5lSdjLN|['blues-rock', 'country rock', 'folk', 'folk rock', 'jam band', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'southern rock', 'traditional folk']
David Bowie|0oSGxfWSnnOXhD2fKuz2Gy|['art rock', 'dance rock', 'glam rock', 'new wave', 'permanent wave', 'protopunk', 'rock']
Apollo 100|6v0kvTi9pOI2ZFrWGQhdsc|[]
Frederick Knight|3X7yeRPAqw2O76f84A2r9U|['southern soul']
John Kay|3IJv5pAua8t2Q5FP79TXOt|[]
Carlo Savina|0JPH3a8DUy38JvZsdhmEnC|['vintage italian soundtrack']
The Jimmy Castor Bunch|7E5taE9LniGvMzEHpiOupV|['funk']
Raspberries|7Kkx4dACo6kFSeT9wjfVA5|['bubblegum pop', 'jangle pop', 'power pop', 'pub rock']
ZZ Top|2AM4ilv6UzW0uMRuqKtDgN|['album rock', 'blues-rock', 'classic rock', 'hard rock', 'metal', 'rock', 'southern rock']
Godspell|6wjqLgB9TDDwcPC81E6QLu|[]
Hot Sauce|64AGpp5QrYJXmLnotg3Pb2|['memphis soul']
Donna Fargo|4tIQ6BeFRvYApoAyJmaeVC|['country gospel', 'cowboy western', 'nashville sound', 'traditional country']
Python Lee Jackson|7lWPkt4uoVwqSO7QpuYmdN|[]
Joey Heatherton|2ZIeThCJV4PpDwNr6lgSni|[]
Eagles|0ECwFtbIWEVNwjlrfc6xoL|['album rock', 'classic rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']
Chris Hodge|07tGoz5JpFT1ddktF8q0nt|[]
Daniel Boone|3M5aUsJmembbwKbUx434lS|[]
Danyel Gerard|18wc7xvm8Ti7rqoLtf6jIU|[]
Sailcat|5fgVxnlwlHFhYE2QxuHcWe|[]
Looking Glass|5jJN1nmKXzRjodMl1THQeI|['soft rock']
Argent|46VosWAvtZsBl7rvxufsWG|['art rock', 'blues-rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'symphonic rock']
Stories|31U8n9SSMOKaUcfi4KnYVT|[]
Gilbert O'Sullivan|4HVmeVTQBgvTuvjB1JYwaf|['adult standards', 'bubblegum pop', 'folk', 'folk rock', 'mellow gold', 'soft rock']
Vigrass|1afoE2ihTYsfFrBla3GXzN|[]
The James Brown Soul Train|1oyEDC7pq66tOiz4BnC6mo|[]
The Courtship|7GhYK4l8CkV1ajA9wSwsjN|[]
Flash|4YpdJj3xKNzKiLjowqoi0p|[]
Jim Croce|1R6Hx1tJ2VOUyodEpC12xM|['album rock', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'traditional folk']
Harold Melvin|0i5HiI2EUTBneFAJfl7ft9|[]
Tanya Tucker|7dmeVSH4lJqxXU7C87dKIB|['contemporary country', 'country', 'country dawn', 'country gospel', 'country rock', 'nashville sound', 'outlaw country', 'traditional country']
Hot Butter|2vaRrv3i7PDOXPEue24qe5|[]
The Trammps|1zgNpeHQe8GulzfVkYP2VK|['disco', 'motown', 'post-disco']
The Magic Lantern|2jIhiAEbmLrPj69WLM2R3V|[]
Tower Of Power|0JCxGVxsISZzJHJPUOtceB|['funk', 'jazz funk', 'jazz fusion', 'soul']
The Crusaders|3Bhgbs9kIwl8SuU0eIqN6b|['jazz funk', 'jazz fusion', 'smooth jazz', 'soul jazz']
Gary Glitter|61zv3hX7l838ZyhaDyAx8S|[]
Albert Hammond|34E3csCxpXunPGEkOVVX2g|['bubblegum pop', 'soft rock']
Uriah Heep|45O9BwPMyywM755SYUK0sP|['album rock', 'art rock', 'blues-rock', 'classic rock', 'hard rock', 'metal', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']
Rick Springfield|6IFXsrXBpwbIqtOUOiAa3p|['album rock', 'australian rock', 'bubblegum pop', 'classic rock', 'mellow gold', 'new wave pop', 'rock', 'soft rock']
Michael Murphey|4oJy8PSWk4JoS3a8iQoN6M|[]
Leon Russell|6r1Xmz7YUD4z0VRUoGm8XN|['blues-rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'piano rock', 'roots rock', 'singer-songwriter', 'soft rock', 'southern rock', 'traditional folk']
Gladstone|0WHxXQF0xw71qIuOz00WHj|[]
Chi Coltrane|40Md3Hc0aa1UzgyEmMSIHM|[]
Danny O'Keefe|26cyEknjBMpiYPYK2zi974|['singer-songwriter']
Sam Neely|4wrNuneR0qjXmPSIVQnaOn|[]
The Doobie Brothers|39T6qqI0jDtSWWioX8eGJz|['album rock', 'art rock', 'blues-rock', 'classic rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'southern rock']
Lyn Collins|6XJPGyxrP66scKvIE9kpPN|['deep funk', 'funk', 'soul', 'southern soul']
Lindisfarne|4AgFg0hHythyklEs4t7XKt|['british folk', 'celtic rock']
The Sylvers|0efkWb9xKhT6H0E7kgSjFK|['classic soul', 'disco', 'funk', 'quiet storm']
Seals|3OStLMSee4zTtFai4Ollop|[]
Danny Holien|2AniQNQrU8cgVoeczco3gb|[]
Carlos Santana|7yGQgQiiKpg2k00JXf8hJk|['blues-rock']
Jermaine Jackson|1VDurPMbOKrNU8mcMP4X1P|['disco', 'funk', 'post-disco', 'quiet storm', 'urban contemporary']
Tim Davis|4H8HYDQQhigu13NmJOQoUr|[]
Styx|4salDzkGmfycRqNUbyBphh|['album rock', 'art rock', 'classic rock', 'hard rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']
Mott The Hoople|6ysQi6NI88X627t2srsWz6|['album rock', 'art rock', 'blues-rock', 'british blues', 'classic rock', 'folk rock', 'glam rock', 'hard rock', 'power pop', 'protopunk', 'psychedelic rock', 'pub rock', 'rock']
Cashman|27L448wm3oUGTLJewNwAs3|['modern blues rock']
Casey Kelly|4ZXMlDqRxoSPRule503TB3|[]
Slade|36Bu1OZV6yxvXaOMDVJ9NQ|[]
Holland-Dozier|4gXMKWbaoOBxvxAMz9Zbg4|['deep motown']
The Temprees|3RTmjg2aicwP3HFZP760BU|['classic soul', 'motown']
Foghat|6x33CmZWo2Ve4hxYl2Craq|['album rock', 'blues-rock', 'british blues', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'psychedelic rock', 'rock', 'soft rock', 'southern rock']
Bulldog|6gJLfO1WY6DdM3xQ2F5weK|[]
National Lampoon|0kC299O2ORKxDAFGXzCKSX|[]
Austin Roberts|79QvtIFqpA95nxbCT7pqPW|['bubblegum pop']
The Delegates|4MrHXWAgHJ7cCb5OAZPkRr|['ska punk']
King Harvest|5FHwr1FymaS5kutIEK6e2y|[]
The Heywoods|1iYUonBcdTrUDvSOimLxFm|[]
The Move|2BLpGstUHxDc6vHfBEiaXm|['art rock', 'british blues', 'bubblegum pop', 'classic garage rock', 'classic rock', 'folk rock', 'freakbeat', 'merseybeat', 'power pop', 'protopunk', 'psychedelic rock', 'pub rock']
Tony Cole|4ohZ12Hro6pm4bt476t88G|[]
Billy Paul|187xgSpsFH8mMbAcoCW0zE|['classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']
Billy Lee Riley|0a85EJEd3a9RGM9ops09rZ|['rock-and-roll', 'rockabilly']
Bones|7qUnx2B8Lf6QROKUCKLsOQ|[]
Blue Haze|0mxGRySgRPvcpWkKzJaQRs|[]
The Wackers|7c80rSls3eKaRiZSSku2O7|[]
Steely Dan|6P7H3ai06vU1sGvdpBwDmE|['album rock', 'art rock', 'blues-rock', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'southern rock']
Limmie|4qfdJArvc3TBzdrn2l6J1x|[]
Timmy Thomas|7JLwBH0X2G8tgHceqvOu5B|['classic soul']
Peter Skellern|0PV9WCEGu2Yu89ArTqR6b6|[]
Hurricane Smith|2RJ0iPw6LNjlxmbUiB3cfc|[]
Valerie Simpson|7Lc8gVjpJFGo4xMHE0Ax7r|[]
Keith Hampshire|2qCiEgzCkpHCpM67VfkbqG|[]
Bette Midler|13y0kncDD4J9wxCyfKr10W|['adult standards', 'cabaret', 'mellow gold', 'new wave pop', 'soft rock']
Brownsville Station|67SxctqWYOGe8lthWjTDwu|['blues-rock', 'classic rock', 'michigan indie', 'southern rock']
Joe Stampley|0bRY1ri3TKSfD5BRU8CvaJ|[]
Anacostia|2nOjvmFF53XNLhnQSUn8yG|[]
Johnny Williams|2u6sTEhZMp9PgpEPYn4Sry|['traditional soul']
Les Emmerson|1gsvFFgoBr1KREEa9zukeg|[]
Shawn Phillips|0qgbJLYz20q47xKIkkXBG9|['folk']
Cymande|4hfcSstwnyuBoek1dQwLkG|['afrobeat', 'afropop', 'classic soul', 'deep funk', 'funk', 'indie jazz', 'jazz funk', 'soul', 'southern soul', 'world']
Dottie West|2pvPkEAN9xSrDrIVUOxWMB|['country gospel', 'cowboy western', 'nashville sound', 'traditional country', 'western swing']
Loudon Wainwright III|3loACRmkzdtOMNJEaB6j8L|['country rock', 'folk', 'folk rock', 'roots rock', 'singer-songwriter', 'traditional folk']
Deodato|0hE3uA2w3guHeKvuc7BpRr|['bossa nova jazz', 'jazz funk', 'jazz fusion', 'soul jazz']
Vicki Lawrence|3PNGsgUFOuNvwagyBCo2Rg|[]
Lou Reed|42TFhl7WlMRXiNqzSrnzPL|['art rock', 'classic rock', 'dance rock', 'glam rock', 'new wave', 'permanent wave', 'protopunk', 'psychedelic rock', 'rock', 'singer-songwriter']
Skylark|3j9kYXgECWgIelCSWRVulK|['italian metal']
Barbara Fairchild|3SQp3obrtdq8uxsZxFCBJu|['country gospel', 'nashville sound']
Stealers Wheel|7bPU7cvfoD20ixGD9Qnqki|['classic rock', 'folk rock']
New York City|349LPiGLpKGaxeqIuLZTQp|['classic soul']
Focus|0ifzzRKdmtgaHy9cfnnyCR|['album rock', 'art rock', 'canterbury scene', 'classic rock', 'dutch prog', 'jazz fusion', 'progressive rock', 'psychedelic rock', 'symphonic rock']
Uncle Dog|0AoODAKfYwFdYL2TVJCxxX|[]
Cal Smith|3yFnqoyp1e54tZEY4ykvNB|['country gospel', 'cowboy western', 'nashville sound', 'outlaw country', 'traditional country', 'western swing']
First Choice|20v3nhzoeaO2WvDSCdY0f4|['chicago house', 'classic soul', 'deep disco', 'disco', 'post-disco', 'vocal house']
